,formula,T_c,composition,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,minimum_Number,maximum_Number,range_Number,mean_Number,avg_dev_Number,mode_Number,minimum_MendeleevNumber,maximum_MendeleevNumber,range_MendeleevNumber,mean_MendeleevNumber,avg_dev_MendeleevNumber,mode_MendeleevNumber,minimum_AtomicWeight,maximum_AtomicWeight,range_AtomicWeight,mean_AtomicWeight,avg_dev_AtomicWeight,mode_AtomicWeight,minimum_MeltingT,maximum_MeltingT,range_MeltingT,mean_MeltingT,avg_dev_MeltingT,mode_MeltingT,minimum_Column,maximum_Column,range_Column,mean_Column,avg_dev_Column,mode_Column,minimum_Row,maximum_Row,range_Row,mean_Row,avg_dev_Row,mode_Row,minimum_CovalentRadius,maximum_CovalentRadius,range_CovalentRadius,mean_CovalentRadius,avg_dev_CovalentRadius,mode_CovalentRadius,minimum_Electronegativity,maximum_Electronegativity,range_Electronegativity,mean_Electronegativity,avg_dev_Electronegativity,mode_Electronegativity,minimum_NsValence,maximum_NsValence,range_NsValence,avg_dev_NsValence,mode_NsValence,minimum_NpValence,maximum_NpValence,range_NpValence,avg_dev_NpValence,mode_NpValence,minimum_NdValence,maximum_NdValence,range_NdValence,avg_dev_NdValence,mode_NdValence,minimum_NfValence,maximum_NfValence,range_NfValence,avg_dev_NfValence,mode_NfValence,minimum_NValence,maximum_NValence,range_NValence,mean_NValence,avg_dev_NValence,mode_NValence,minimum_NsUnfilled,maximum_NsUnfilled,range_NsUnfilled,mean_NsUnfilled,avg_dev_NsUnfilled,mode_NsUnfilled,minimum_NpUnfilled,maximum_NpUnfilled,range_NpUnfilled,mean_NpUnfilled,avg_dev_NpUnfilled,mode_NpUnfilled,minimum_NdUnfilled,maximum_NdUnfilled,range_NdUnfilled,mean_NdUnfilled,avg_dev_NdUnfilled,mode_NdUnfilled,minimum_NfUnfilled,maximum_NfUnfilled,range_NfUnfilled,mean_NfUnfilled,avg_dev_NfUnfilled,mode_NfUnfilled,minimum_NUnfilled,maximum_NUnfilled,range_NUnfilled,mean_NUnfilled,avg_dev_NUnfilled,mode_NUnfilled,minimum_GSvolume_pa,maximum_GSvolume_pa,range_GSvolume_pa,mean_GSvolume_pa,avg_dev_GSvolume_pa,mode_GSvolume_pa,range_GSbandgap,mean_GSbandgap,avg_dev_GSbandgap,mode_GSbandgap,minimum_GSmagmom,maximum_GSmagmom,range_GSmagmom,mean_GSmagmom,avg_dev_GSmagmom,mode_GSmagmom,minimum_SpaceGroupNumber,maximum_SpaceGroupNumber,range_SpaceGroupNumber,mean_SpaceGroupNumber,avg_dev_SpaceGroupNumber,mode_SpaceGroupNumber,avg_s_valence_electrons,avg_p_valence_electrons,avg_d_valence_electrons,avg_f_valence_electrons,compound_possible,max_ionic_char,avg_ionic_char,H,Li,Be,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Np,Pu,Am,Cm
1821,Sm10Fe50Co30Ti10,868.15,Sm10 Fe50 Co30 Ti10,4,0.6,0.5360108410965363,0.5076051038508395,0.5019777471928475,0.5003015215655006,22.0,62.0,40.0,29.5,6.5,26.0,23.0,58.0,35.0,51.5,7.4,55.0,47.867,150.36,102.49300000000002,65.42515850000001,16.98696830000001,55.845,1345.0,1941.0,596.0,1764.5,83.9,1811.0,3.0,9.0,6.0,7.4,1.5599999999999996,8.0,4.0,6.0,2.0,4.2,0.36000000000000015,4.0,126.0,198.0,72.0,139.6,15.759999999999996,132.0,1.17,1.88,0.71,1.75,0.158,1.83,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.72,6.0,0.0,6.0,6.0,1.08,0.0,4.0,9.0,5.0,7.9,0.7799999999999997,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.7,1.16,4.0,0.0,8.0,8.0,0.8,1.44,0.0,3.0,8.0,5.0,4.5,1.4,4.0,10.245,33.23,22.985,13.4305,4.611800000000001,10.73,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.5198750133333334,0.6079454986666666,2.1106628,166.0,229.0,63.0,208.7,20.3,229.0,2.0,0.0,5.3,0.6,False,0.11840719331225125,0.011036258703094751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1822,Sm10Fe60Co20Ti10,803.15,Sm10 Fe60 Co20 Ti10,4,0.6480740698407861,0.6091199348919785,0.6005237760880776,0.6000397970967368,0.6000010180820753,22.0,62.0,40.0,29.4,6.519999999999999,26.0,23.0,58.0,35.0,51.2,7.279999999999998,55.0,47.867,150.36,102.49300000000002,65.11633900000001,17.04873220000001,55.845,1345.0,1941.0,596.0,1768.8,85.08000000000001,1811.0,3.0,9.0,6.0,7.3,1.52,8.0,4.0,6.0,2.0,4.2,0.36000000000000015,4.0,126.0,198.0,72.0,140.2,15.519999999999996,132.0,1.17,1.88,0.71,1.7450000000000003,0.1559999999999998,1.83,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.68,6.0,0.0,6.0,6.0,1.08,0.0,4.0,9.0,5.0,7.8,0.7600000000000001,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.8,1.08,4.0,0.0,8.0,8.0,0.8,1.44,0.0,3.0,8.0,5.0,4.6,1.3599999999999997,4.0,10.245,33.23,22.985,13.479000000000001,4.592400000000001,10.73,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.5760941733333333,0.641482352,2.1106628,166.0,229.0,63.0,212.2,20.16,229.0,2.0,0.0,5.2,0.6,False,0.11840719331225125,0.010788432943578329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1823,Sm10Fe70Co10Mo5Ti5,639.15,Sm10 Fe70 Co10 Mo5 Ti5,5,0.717635004720366,0.7015272775689018,0.7000171794982603,0.7000002447501692,0.7000000004961026,22.0,62.0,40.0,30.3,7.51,26.0,23.0,58.0,35.0,51.25,6.6,55.0,47.867,150.36,102.49300000000002,67.2121695,19.504349150000007,55.845,1345.0,2896.0,1551.0,1820.85,119.52999999999993,1811.0,3.0,9.0,6.0,7.3,1.32,8.0,4.0,6.0,2.0,4.25,0.425,4.0,126.0,198.0,72.0,140.5,14.8,132.0,1.17,2.16,0.9900000000000002,1.7709999999999997,0.14330000000000026,1.83,1.0,2.0,1.0,0.09500000000000003,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.4,6.0,0.0,6.0,6.0,1.08,0.0,4.0,9.0,5.0,7.8,0.5600000000000002,8.0,0.0,1.0,1.0,0.05,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.75,0.9,4.0,0.0,8.0,8.0,0.8,1.44,0.0,3.0,8.0,5.0,4.6,1.1599999999999997,4.0,10.245,33.23,22.985,13.477500000000003,4.493000000000002,10.73,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.6323122066666667,0.6696908306666668,2.1106628,166.0,229.0,63.0,217.45,17.325000000000003,229.0,1.95,0.0,5.25,0.6,False,0.21731502912699485,0.01184196530921659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1824,Sm10Fe70Co10Ti10,711.15,Sm10 Fe70 Co10 Ti10,4,0.7211102550927978,0.7020348951682878,0.7000249878036358,0.7000003642791349,0.7000000007434279,22.0,62.0,40.0,29.3,6.54,26.0,23.0,58.0,35.0,50.9,7.160000000000001,55.0,47.867,150.36,102.49300000000002,64.8075195,17.110496100000002,55.845,1345.0,1941.0,596.0,1773.1,86.64000000000006,1811.0,3.0,9.0,6.0,7.2,1.48,8.0,4.0,6.0,2.0,4.2,0.36000000000000015,4.0,126.0,198.0,72.0,140.8,15.280000000000008,132.0,1.17,1.88,0.71,1.7399999999999998,0.15400000000000016,1.83,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.6400000000000003,6.0,0.0,6.0,6.0,1.08,0.0,4.0,9.0,5.0,7.7,0.7399999999999999,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.9,0.96,4.0,0.0,8.0,8.0,0.8,1.44,0.0,3.0,8.0,5.0,4.7,1.32,4.0,10.245,33.23,22.985,13.527500000000002,4.573,10.73,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.6323133333333333,0.6696892533333333,2.1106628,166.0,229.0,63.0,215.7,18.620000000000005,229.0,2.0,0.0,5.1,0.6,False,0.11840719331225125,0.010528111089498231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1825,Sm10Fe76B4Mo10,534.15,Sm10 Fe76 B4 Mo10,4,0.7740800992145451,0.7611892737474946,0.760012050630342,0.76000014839039,0.7600000002364452,5.0,62.0,57.0,30.36,8.656,26.0,23.0,72.0,49.0,51.98,6.192000000000002,55.0,10.811,150.36,139.549,67.50664,22.261344000000005,55.845,1345.0,2896.0,1551.0,1894.38,236.61360000000008,1811.0,3.0,13.0,10.0,7.5,1.2,8.0,2.0,6.0,4.0,4.22,0.5119999999999998,4.0,84.0,198.0,114.0,138.88,14.847999999999997,132.0,1.17,2.16,0.9900000000000002,1.8054,0.12708000000000017,1.83,1.0,2.0,1.0,0.18000000000000008,2.0,0.0,1.0,1.0,0.0768,0.0,0.0,6.0,6.0,1.4288000000000003,6.0,0.0,6.0,6.0,1.08,0.0,3.0,8.0,5.0,7.6,0.6880000000000003,8.0,0.0,1.0,1.0,0.1,0.18,0.0,0.0,5.0,5.0,0.2,0.38400000000000006,0.0,0.0,5.0,5.0,3.54,0.9911999999999997,4.0,0.0,8.0,8.0,0.8,1.44,0.0,4.0,8.0,4.0,4.64,0.9727999999999999,4.0,7.1725,33.23,26.057499999999997,13.3337,4.450519999999999,10.73,1.524,0.06096,0.11704320000000001,0.0,0.0,2.1106628,2.1106628,1.6041037280000001,0.76996978944,2.1106628,166.0,229.0,63.0,220.18,15.170399999999995,229.0,1.9,0.04,5.06,0.6,False,0.21731502912699485,0.01309330352847005,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1826,Sm10Fe78B2Mo10,515.15,Sm10 Fe78 B2 Mo10,4,0.7929691040639604,0.781098605330519,0.7800108078429873,0.7800001268723276,0.7800000001871452,5.0,62.0,57.0,30.78,8.488000000000001,26.0,23.0,72.0,49.0,51.64,6.055999999999999,55.0,10.811,150.36,139.549,68.40732,21.901072,55.845,1345.0,2896.0,1551.0,1883.64,221.04640000000006,1811.0,3.0,13.0,10.0,7.4,1.1599999999999997,8.0,2.0,6.0,4.0,4.26,0.49599999999999994,4.0,84.0,198.0,114.0,139.84,14.464,132.0,1.17,2.16,0.9900000000000002,1.8012000000000001,0.12624,1.83,1.0,2.0,1.0,0.18000000000000008,2.0,0.0,1.0,1.0,0.0392,0.0,0.0,6.0,6.0,1.2792000000000001,6.0,0.0,6.0,6.0,1.08,0.0,3.0,8.0,5.0,7.7,0.5279999999999998,8.0,0.0,1.0,1.0,0.1,0.18,0.0,0.0,5.0,5.0,0.1,0.196,0.0,0.0,5.0,5.0,3.62,0.8687999999999999,4.0,0.0,8.0,8.0,0.8,1.44,0.0,4.0,8.0,4.0,4.62,0.9672,4.0,7.1725,33.23,26.057499999999997,13.404850000000001,4.42206,10.73,1.524,0.03048,0.05974080000000001,0.0,0.0,2.1106628,2.1106628,1.646316984,0.72437947296,2.1106628,166.0,229.0,63.0,221.44,13.3056,229.0,1.9,0.02,5.18,0.6,False,0.21731502912699485,0.012839118492633441,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1827,Sm10Fe78B2Mo5Ti5,565.15,Sm10 Fe78 B2 Mo5 Ti5,5,0.7898101037591251,0.7806886313908457,0.7800057425516289,0.7800000644277689,0.7800000000937554,5.0,62.0,57.0,29.78,7.666000000000001,26.0,23.0,72.0,49.0,51.29,6.6160000000000005,55.0,10.811,150.36,139.549,66.00267000000001,19.867199000000014,55.845,1345.0,2896.0,1551.0,1835.89,137.00640000000007,1811.0,3.0,13.0,10.0,7.3,1.3200000000000003,8.0,2.0,6.0,4.0,4.21,0.43699999999999994,4.0,84.0,198.0,114.0,140.14,14.943999999999992,132.0,1.17,2.16,0.9900000000000002,1.7702,0.14306000000000008,1.83,1.0,2.0,1.0,0.09500000000000003,2.0,0.0,1.0,1.0,0.0392,0.0,0.0,6.0,6.0,1.5131999999999999,6.0,0.0,6.0,6.0,1.08,0.0,3.0,8.0,5.0,7.6,0.7040000000000003,8.0,0.0,1.0,1.0,0.05,0.095,0.0,0.0,5.0,5.0,0.1,0.196,0.0,0.0,8.0,8.0,3.77,0.9048,4.0,0.0,8.0,8.0,0.8,1.44,0.0,4.0,8.0,4.0,4.72,1.1232,4.0,7.1725,33.23,26.057499999999997,13.45485,4.502059999999999,10.73,1.524,0.03048,0.05974080000000001,0.0,0.0,2.1106628,2.1106628,1.6463181106666667,0.72437771536,2.1106628,166.0,229.0,63.0,219.69,15.454600000000001,229.0,1.95,0.02,5.03,0.6,False,0.21731502912699485,0.011970796812045612,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1828,Sm10Fe78B2Ti10,602.15,Sm10 Fe78 B2 Ti10,4,0.7929691040639604,0.781098605330519,0.7800108078429873,0.7800001268723276,0.7800000001871452,5.0,62.0,57.0,28.78,6.644000000000001,26.0,23.0,72.0,49.0,50.94,7.176000000000001,55.0,10.811,150.36,139.549,63.598020000000005,17.352396000000006,55.845,1345.0,2348.0,1003.0,1788.14,88.62799999999991,1811.0,3.0,13.0,10.0,7.2,1.4799999999999998,8.0,2.0,6.0,4.0,4.16,0.3680000000000001,4.0,84.0,198.0,114.0,140.44,15.423999999999996,132.0,1.17,2.04,0.8700000000000001,1.7392,0.15368,1.83,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0392,0.0,0.0,6.0,6.0,1.7472000000000003,6.0,0.0,6.0,6.0,1.08,0.0,3.0,8.0,5.0,7.5,0.88,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.1,0.196,0.0,0.0,8.0,8.0,3.92,0.9408000000000001,4.0,0.0,8.0,8.0,0.8,1.44,0.0,4.0,8.0,4.0,4.82,1.2792000000000001,4.0,7.1725,33.23,26.057499999999997,13.504850000000001,4.582059999999999,10.73,1.524,0.03048,0.05974080000000001,0.0,0.0,2.1106628,2.1106628,1.6463192373333333,0.7243759577600001,2.1106628,166.0,229.0,63.0,217.94,17.253600000000002,229.0,2.0,0.02,4.88,0.6,False,0.17239972431749817,0.010644341002504125,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1829,Sm10Fe80Mo10,505.15,Sm10 Fe80 Mo10,3,0.8124038404635961,0.8010403132656572,0.8000097653865902,0.8000001089913059,0.8000000001490116,26.0,62.0,36.0,31.2,8.32,26.0,23.0,55.0,32.0,51.3,5.920000000000003,55.0,55.845,150.36,94.51500000000001,69.308,21.540800000000008,55.845,1345.0,2896.0,1551.0,1872.9,204.62000000000006,1811.0,3.0,8.0,5.0,7.3,1.12,8.0,4.0,6.0,2.0,4.3,0.47999999999999987,4.0,132.0,198.0,66.0,140.8,14.080000000000009,132.0,1.17,2.16,0.9900000000000002,1.797,0.12540000000000012,1.83,1.0,2.0,1.0,0.18000000000000008,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.12,6.0,0.0,6.0,6.0,1.08,0.0,6.0,8.0,2.0,7.8,0.36000000000000015,8.0,0.0,1.0,1.0,0.1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.7,0.7399999999999999,4.0,0.0,8.0,8.0,0.8,1.44,0.0,4.0,8.0,4.0,4.6,0.9599999999999997,4.0,10.73,33.23,22.499999999999996,13.476,4.3936,10.73,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.68853024,0.6754120960000001,2.1106628,166.0,229.0,63.0,222.7,11.340000000000009,229.0,1.9,0.0,5.3,0.6,False,0.21731502912699485,0.012576161898858807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1830,Sm10Fe80Mo5Ti5,561.15,Sm10 Fe80 Mo5 Ti5,4,0.8093207028119322,0.8006505125650477,0.8000051879209945,0.8000000553471587,0.8000000000746513,22.0,62.0,40.0,30.2,7.54,26.0,23.0,55.0,32.0,50.95,6.479999999999998,55.0,47.867,150.36,102.49300000000002,66.90335,19.596995000000003,55.845,1345.0,2896.0,1551.0,1825.15,118.67000000000007,1811.0,3.0,8.0,5.0,7.2,1.2799999999999998,8.0,4.0,6.0,2.0,4.25,0.425,4.0,132.0,198.0,66.0,141.1,14.559999999999995,132.0,1.17,2.16,0.9900000000000002,1.766,0.14180000000000006,1.83,1.0,2.0,1.0,0.09500000000000003,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.3599999999999997,6.0,0.0,6.0,6.0,1.08,0.0,4.0,8.0,4.0,7.7,0.5399999999999998,8.0,0.0,1.0,1.0,0.05,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.85,0.77,4.0,0.0,8.0,8.0,0.8,1.44,0.0,4.0,8.0,4.0,4.7,1.12,4.0,10.73,33.23,22.499999999999996,13.526000000000002,4.4736,10.73,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.6885313666666668,0.6754102933333332,2.1106628,166.0,229.0,63.0,220.95,13.68500000000001,229.0,1.95,0.0,5.15,0.6,False,0.21731502912699485,0.011644794584333467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1831,Sm10Fe80Ti10,596.15,Sm10 Fe80 Ti10,3,0.8124038404635961,0.8010403132656572,0.8000097653865902,0.8000001089913059,0.8000000001490116,22.0,62.0,40.0,29.2,6.56,26.0,23.0,55.0,32.0,50.6,7.039999999999999,55.0,47.867,150.36,102.49300000000002,64.49870000000001,17.172260000000016,55.845,1345.0,1941.0,596.0,1777.4,86.47999999999993,1811.0,3.0,8.0,5.0,7.1,1.4400000000000004,8.0,4.0,6.0,2.0,4.2,0.36000000000000015,4.0,132.0,198.0,66.0,141.4,15.040000000000004,132.0,1.17,1.83,0.6600000000000001,1.735,0.15200000000000002,1.83,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.6,6.0,0.0,6.0,6.0,1.08,0.0,4.0,8.0,4.0,7.6,0.7200000000000003,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,4.0,0.8,4.0,0.0,8.0,8.0,0.8,1.44,0.0,4.0,8.0,4.0,4.8,1.2799999999999998,4.0,10.73,33.23,22.499999999999996,13.576,4.553599999999999,10.73,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.6885324933333334,0.6754084906666666,2.1106628,166.0,229.0,63.0,219.2,15.680000000000009,229.0,2.0,0.0,5.0,0.6,False,0.10317990497621321,0.010255293140854466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
