Name,Tc (K),Source,Page
Y6Fe23,481.0,4 V4,253
Y6Fe23,484.0,3,NA
Y6Fe23,484.0,2,28
Y6Fe23,496.0,4 V7,338
Y6Fe23,483.0,3,NA
Y6Fe23,471.0,2,28
Y6Fe23,485.0,4 V6,545
Y6Fe23,485.0,3,NA
Y6Fe23H,743.0,4 V6,545
Y6Fe62B14,510.0,4 V4,31
Y6Mn23,500.0,3,NA
Y6Mn23,486.0,3,NA
Y6Mn23,486.0,3,NA
Y6Mn23,486.0,4 V4,253
Y6Mn23,486.0,2,28
Y6Mn23,498.0,4 V6,538
Y6Mn23,498.0,3,NA
Y6Mn23,486.0,4 V6,538
Y6Mn23,493.0,3,NA
Y6Mn23,480.0,3,NA
Y6Mn23H20,700.0,4 V6,538
Y6Mn23H9,563.0,4 V6,538
YCo10V2,611.0,4 V6,10
YCo11Ti,943.0,4 V6,9
YCo12B6,163.0,4 V4,33
YCo12B6,151.0,4 V6,56
YCo2,2.0,6,5
YCo2,2.0,2,28
YCo2,320.0,2,28
YCo2,291.0,2,28
YCo2,296.0,2,28
YCo2,291.0,3,NA
YCo2Ni3,240.0,4 V8,74
YCo3,310.0,6,5
YCo3,287.0,3,NA
YCo3,301.0,3,NA
YCo3,301.0,3,NA
YCo3,320.0,4 V8,118
YCo3,287.0,3,NA
YCo3,284.0,2,28
YCo3,301.0,4 V7,338
YCo3,301.0,2,28
YCo3,306.0,4 V4,253
YCo3,310.0,2,28
YCo3Ga2,85.0,4 V6,54
YCo3Ni2,585.0,4 V8,74
YCo4B,382.0,4 V6,51
YCo4B,382.0,4 V4,33
YCo4Ni,780.0,4 V8,74
YCo5,987.0,4 V7,338
YCo5,922.0,2,28
YCo5,977.0,2,28
YCo5,940.0,4 V8,74
YCo5,975.0,2,28
YCo5,987.0,1,400
YCo5,700.0,2,28
YCo5,630.0,2,28
YCo5,987.0,4 V4,253
YCo5,975.0,3,NA
YCo5,977.0,3,NA
YCo5,903.0,4 V4,154
YCo5,903.0,2,28
YFe0.5Co3.5B,519.0,4 V6,51
YFe0.6Al0.4O3,332.0,2,28
YFe0.6Mn0.4O3,375.0,2,28
YFe0.7Mn0.15Al0.15O3,440.0,2,28
YFe0.8Al0.2O3,496.0,2,28
YFe0.8Mn0.1Al0.1O3,512.0,2,28
YFe0.8Mn0.2O3,535.0,2,28
YFe0.9Al0.1O3,600.0,2,28
YFe0.9Al0.1O3,590.0,2,28
YFe0.9Mn0.1O3,592.0,2,28
YFe1.0Co3.0B,586.0,4 V6,51
YFe1.5Co2.5B,633.0,4 V6,51
YFe10.2V1.8,556.0,4 V6,10
YFe10.4V1.6,575.0,4 V6,10
YFe10.5Cr1.5,540.0,4 V6,11
YFe10.5Mo1.5,460.0,4 V6,11
YFe10.5V1.5,575.0,4 V6,10
YFe10.5W1.5,500.0,4 V6,12
YFe10.6V1.4,577.0,4 V6,22
YFe10.6V1.4,577.0,4 V6,10
YFe10.8Ti1.2,520.0,4 V6,9
YFe10.8W1.2,500.0,4 V6,12
YFe10Cr2,510.0,4 V6,22
YFe10Cr2,510.0,4 V6,11
YFe10CrV,515.0,4 V6,11
YFe10Mo1.5,408.0,4 V6,12
YFe10Mo2,430.0,4 V6,22
YFe10Mo2,360.0,4 V6,11
YFe10Mo2N,477.0,4 V9,359
YFe10Si2,540.0,4 V6,22
YFe10Si2,540.0,4 V6,10
YFe10Si2C0.3,580.0,4 V9,360
YFe10Ti,530.0,4 V6,545
YFe10Ti2,498.0,4 V6,9
YFe10TiH0.55,570.0,4 V6,545
YFe10V,550.0,4 V6,545
YFe10V2,532.0,4 V6,10
YFe10VH,660.0,4 V6,545
YFe10W2,500.0,4 V6,22
YFe10W2,500.0,4 V6,12
YFe11MoN,664.0,4 V9,359
YFe11Ti,524.0,4 V6,9
YFe11Ti,535.0,4 V6,545
YFe11Ti,524.0,4 V9,358
YFe11TiH1.2,567.0,4 V6,10
YFe11TiN,756.0,4 V9,358
YFe11TiN0.8,733.0,4 V6,10
YFe11V,550.0,4 V6,545
YFe2,545.0,3,NA
YFe2,552.0,3,NA
YFe2,535.0,4 V12,472
YFe2,545.0,3,NA
YFe2,535.0,3,NA
YFe2,542.0,4 V7,338
YFe2,550.0,3,NA
YFe2,540.0,4 V7,382
YFe2,533.0,2,28
YFe2,535.0,2,28
YFe2,545.0,2,28
YFe2,535.0,3,NA
YFe2,552.0,2,28
YFe2,535.0,4 V9,119
YFe2,545.0,4 V6,546
YFe2,552.0,4 V8,68
YFe2,542.0,4 V4,253
YFe2,545.0,3,NA
YFe2,545.0,3,NA
YFe2,538.0,3,NA
YFe2Co8Si2,788.0,4 V6,11
YFe2H4,133.0,4 V6,546
YFe2H4,308.0,4 V6,546
YFe3,537.0,4 V6,546
YFe3,569.0,4 V7,338
YFe3,529.0,3,NA
YFe3,569.0,4 V4,253
YFe3,535.0,4 V12,472
YFe3,549.0,3,NA
YFe3H5,545.0,4 V6,546
YFe4Al8,184.7,4 V6,37
YFe4Co6Si2,820.0,4 V6,11
YFe4Mo8N,140.0,4 V9,360
YFe5Al7,215.0,4 V6,37
YFe6Al6,308.0,4 V6,36
YFe6Co4Si2,790.0,4 V6,11
YFe8.5Cr3.5,360.0,4 V6,11
YFe8.7V3.3,415.0,4 V6,22
YFe8Co2Si2,670.0,4 V6,11
YFe8V4,350.0,4 V6,10
YFe9.0Cr3.0,385.0,4 V6,11
YFe9.2V2.8,455.0,4 V6,10
YFe9.3Cr2.7,420.0,4 V6,11
YFe9.4V2.6,478.0,4 V6,10
YFe9.5Mo2.5,300.0,4 V6,11
YFe9.8V2.2,516.0,4 V6,10
YFe9.8V2.2,516.0,4 V6,22
YFe9Mo3N,342.0,4 V9,359
YFeAl,38.0,4 V6,101
YFeO3,643.0,2,28
YFeV11H,665.0,4 V6,545
YI.5Ce0.5Fe17,308.0,4 V12,472
YMn2,105.0,4 V7,382
YMn2,100.0,4 V6,538
YMn2H3.4,284.0,4 V6,538
YMn5,490.0,2,28
YMn5,486.0,2,28
YMnSi,275.0,4 V6,102
YNd2Fe5O12,557.0,2,28
YNi3,35.0,3,NA
YNi3,30.0,3,NA
YNi3,33.0,2,28
YNi3,30.0,3,NA
YNi3,35.0,4 V6,561
Yb2Co12P7,134.0,4 V6,70
Yb2CrSbO7,10.0,2,29
Yb2Fe14B,524.0,4 V10,506
Yb2Fe14B,524.0,4 V4,20
Yb2Fe14C,495.0,4 V10,530
Yb2Fe17,280.0,4 V9,319
Yb2Fe17N2.8,675.0,4 V9,319
Yb3Fe5O12,548.0,2,29
Yb3Fe5O12,542.6,2,29
Yb3Fe5O12,548.0,2,29
Yb6Mn23,406.0,3,NA
Yb6Mn23,406.0,3,NA
Yb6Mn23,406.0,3,NA
YbCo5,973.0,2,29
YbFe4Al8,103.0,4 V6,37
YbFe5Al7,207.0,4 V6,36
YbFe6Al6,210.0,4 V6,36
YbNi,9.0,3,NA
YbNi3,20.0,2,29
YbNi5,1.4,2,29
YbNi5,0.5,4 V9,136
Zn0.1Cd0.9Cr2Se4,137.0,2,29
Zn0.3Mn2.7O4,31.0,2,29
Zn0.4Cd0.6Cr2Se4,105.0,2,29
Zn0.65Cd0.35Cr2Se4,22.0,2,29
Zn2.92Mn1.08,140.0,3,NA
Zn2Ba2Bi0.2Fe12O22,360.0,2,29
Zn2Ba2Fe12O22,374.0,2,29
Zn2Gd,68.0,3,NA
Zn2Nd,24.0,3,NA
Zn2Zr,19.6,3,NA
Zn2Zr,25.0,3,NA
Zn2Zr,18.0,3,NA
Zn2Zr,21.0,3,NA
Zn2Zr,28.0,3,NA
Zn2Zr,21.3,3,NA
Zn2Zr,22.0,3,NA
Zn2Zr,28.0,3,NA
Zn2Zr,9.1,3,NA
Zn2Zr,27.6,3,NA
Zn2Zr,0.0,3,NA
Zn3Mn,400.0,3,NA
ZnCr2Se4,129.5,2,29
ZnDy,140.0,3,NA
ZnDy,144.0,3,NA
ZnDy,137.0,3,NA
ZnDy,140.0,3,NA
ZnEr,20.0,3,NA
ZnEr,20.0,3,NA
ZnEr,50.0,3,NA
ZnFe2O4,763.5,3,NA
ZnFe2O4,10.0,4 V8,213
ZnFe2O4,15.0,4 V8,213
ZnFe2O4,780.0,2,29
ZnGd,300.0,3,NA
ZnGd,270.0,3,NA
ZnGd,270.0,3,NA
ZnGd,268.0,3,NA
ZnHo,80.0,3,NA
ZnHo,74.0,3,NA
ZnMn2As2,30.0,2,29
ZnNiMnO4,90.0,2,29
ZnSm,125.0,3,NA
ZnTb,199.0,3,NA
ZnTb,199.56,3,NA
ZnTb,206.0,3,NA
ZnTb,204.0,3,NA
ZnTb,207.0,3,NA
ZnTb,204.0,3,NA
Zr(Fe)2,620.0,2,29
Zr(Fe0.26Co0.74)2,4.0,4 V4,256
Zr(Fe0.28Co0.72)2,30.0,4 V4,256
Zr(Fe0.32Co0.68)2,96.0,4 V4,256
Zr(Fe0.3Co0.7)2,74.0,4 V4,256
Zr(Fe0.5Cr0.5),30.0,4 V4,257
Zr(Fe0.5Cr0.5)2H3.3,44.0,4 V4,257
Zr(Fe0.6Co0.4)2,275.0,4 V4,256
Zr(Fe0.6Mn0.4)2,115.0,2,29
Zr(Fe0.6Ni0.4)2,288.0,4 V4,257
Zr(Fe0.6V0.4)2,75.0,4 V4,257
Zr(Fe0.7Co0.3)2,422.0,4 V4,256
Zr(Fe0.7Ni0.3)2,383.0,4 V4,257
Zr(Fe0.7V0.3)2,200.0,4 V4,257
Zr(Fe0.85Mn0.15)2,630.0,4 V4,257
Zr(Fe0.85Mn0.15)2,300.0,4 V4,257
Zr(Fe0.8Co0.2)2,500.0,2,29
Zr(Fe0.8Co0.2)2,504.0,4 V4,256
Zr(Fe0.8Cr0.2),160.0,4 V4,257
Zr(Fe0.8Cr0.2)2H3.1,208.0,4 V4,257
Zr(Fe0.8Ni0.2)2,464.0,4 V4,257
Zr(Fe0.8V0.2)2,370.0,4 V4,257
Zr(Fe0.9Ni0.1)2,544.0,4 V4,257
Zr(Fe0.9V0.1)2,510.0,4 V4,257
Zr0.6Nb0.4Fe2,218.0,2,29
Zr0.6Nb0.4Fe2,210.0,2,29
Zr0.6Nb0.4Fe2,230.0,2,29
Zr0.7Nb0.3Fe2,336.0,2,29
Zr0.7Nb0.3Fe2,327.0,2,29
Zr0.85Nb0.15Fe2,490.0,2,29
Zr0.88Hf0.12Zn2,4.0,2,29
Zr0.92Ti0.08Zn2,40.0,2,29
Zr0.99Gd0.01Zn2,7.0,2,29
Zr0.9Hf0.1Zn2,10.2,2,29
Zr0.9Hf0.1Zn2,11.0,2,29
Zr0.9Ti0.1Zn2,65.0,2,29
Zr3FeH5.6,80.0,4 V6,547
ZrCo2,120.0,3,NA
ZrCo2,120.0,3,NA
ZrFe2,586.0,3,NA
ZrFe2,584.0,3,NA
ZrFe2,620.0,4 V7,382
ZrFe2,590.0,2,29
ZrFe2,584.0,3,NA
ZrFe2,633.0,3,NA
ZrFe2,620.0,2,29
ZrFe2,633.0,2,29
ZrFe2,613.0,3,NA
ZrFe2,630.0,2,29
ZrFe2,798.0,2,29
ZrFe2,610.0,2,29
ZrFe2,604.0,3,NA
ZrFe2,584.0,3,NA
ZrFe2,633.0,3,NA
ZrFe2,584.0,3,NA
ZrFe2,584.0,3,NA
ZrFe2,604.0,3,NA
ZrFe2,630.0,4 V4,256
ZrMn2.8H3.6,139.0,4 V6,539
ZrMn2H3,175.0,4 V6,539
ZrMn2H3.4,145.0,4 V4,257
ZrMn2H3.6,145.0,4 V4,257
ZrMn2H3.6,148.0,4 V6,539
ZrMn2H3.8,147.0,4 V4,257
ZrMn3.8H3.6,133.0,4 V6,539
ZrZn1.9,26.0,4 V4,228
ZrZn1.9,27.6,4 V4,228
ZrZn1.9,25.0,4 V4,228
ZrZn1.9,26.7,2,29
ZrZn1.9,26.0,2,29
ZrZn1.9,27.5,2,29
ZrZn2,22.0,4 V4,228
ZrZn2,21.5,4 V4,228
ZrZn2,18.0,4 V5,361
ZrZn2,4.2,2,29
ZrZn2,22.0,4 V4,224
ZrZn2,25.0,1,150
ZrZn2,22.2,4 V4,228
