Name,Tc (K),Source,Page
Fe7S8,578.0,2,12
Fe7S8,578.0,3,NA
Fe7Se8,425.0,2,12
Fe7Se8,455.0,2,12
Fe7Se8,450.0,2,12
Fe7Se8,449.0,2,12
Fe7Se8,483.0,2,12
Fe80Ni20,840.0,2,11
Fe80P12.5C7.5,586.0,2,12
Fe81Ni19,834.0,2,11
Fe84Co16,1203.0,2,10
Fe8Co12Al3B6,815.0,2,10
Fe8Ni12Al3B6,285.0,2,11
Fe90.65Co9.35,1124.0,2,10
Fe90Co10,1143.0,2,10
Fe94.05Co5.95,1105.0,2,10
Fe95Co5,1093.0,2,10
Fe97Co3,1079.0,2,10
FeAl,640.0,3,NA
FeAl,640.0,3,NA
FeAl,923.0,2,10
FeAl,373.0,3,NA
FeAl,640.0,3,NA
FeAl2O4,9.5,4 V8,212
FeAlO3,300.0,2,10
FeB,598.0,2,10
FeB,598.0,4 V6,187
FeB,582.0,4 V6,187
FeBO3,350.0,2,10
FeBO3,388.0,2,10
FeBO3,348.0,2,10
FeBe5,75.0,2,10
FeBe5,273.0,2,10
FeCo,1253.0,2,10
FeCoAs,301.0,4 V6,238
FeCoGe,370.0,4 V6,220
FeCoP,430.0,4 V6,227
FeCr2O4,70.0,4 V8,212
FeCr2O4,69.0,2,10
FeCr2O4,80.0,2,10
FeCr2O4,80.0,2,10
FeCr2O4,88.0,2,10
FeCr2S4,193.0,2,10
FeCr2S4,180.0,2,10
FeCr2S4,177.0,2,10
FeF2,363.0,2,10
FeF3,362.0,2,10
FeGa1.3,483.0,2,10
FeGa1.3,697.0,2,10
FeGa2O4,4.0,4 V8,212
FeGe,280.0,2,10
FeGe,280.0,2,10
FeGe,275.0,3,NA
FeMn2Ge,233.0,2,10
FeMn2O4,390.0,2,11
FeMn2O4,120.0,2,11
FeMn2O4,117.0,2,11
FeMnGe,245.0,2,10
FeMnGe,385.0,2,10
FeNi,1020.0,3,NA
FeNi,1020.0,3,NA
FeNi,840.0,3,NA
FeNi,910.0,3,NA
FeNi,910.0,3,NA
FeNi,840.0,3,NA
FeNi3,1180.0,3,NA
FeNi3,1180.0,3,NA
FeNi3,940.0,3,NA
FeNi3,970.0,3,NA
FeNi3,940.0,3,NA
FeNi3,821.0,3,NA
FeNi3,940.0,3,NA
FeNi3,865.0,2,11
FeNi3,943.0,2,11
FeNi3,970.0,3,NA
FeNiGe,770.0,4 V6,220
FeNiP,95.0,4 V6,227
FeP,215.0,2,11
FePd,749.0,1,392
FePd,738.0,2,12
FePd1.6Pt1.4,270.0,2,12
FePd2Pt,360.0,2,12
FePd3,533.0,3,NA
FePd3,540.0,2,12
FePd3,540.0,3,NA
FePd3,533.0,3,NA
FePt,743.0,2,12
FePt,750.0,1,392
FeRh,660.0,3,NA
FeRh,668.0,2,12
FeRh,670.0,3,NA
FeRh,660.0,3,NA
FeRh,670.0,3,NA
FeRhCo0.0833,480.0,2,12
FeRhCr0.0833,484.0,2,12
FeRhCu0.0833,486.0,2,12
FeRhMo0.0833,771.0,2,12
FeRhNb0.0833,834.0,2,12
FeRhNi0.0833,426.0,2,12
FeRhP,350.0,4 V6,249
FeRhTa0.0833,773.0,2,12
FeRhW0.0833,1051.0,2,12
FeSb0.8,80.0,2,12
FeSe,422.0,3,NA
FeSe,413.0,3,NA
FeSiO3,37.0,2,10
FeTi2S4,60.2,2,13
FeV2O4,109.0,4 V8,213
FeV2O4,109.0,2,13
Ga0.5Fe2.5O4,686.0,2,13
Ga0.7Fe2.3O4,620.0,2,13
Ga0.80Fe1.20O3,305.0,2,13
Ga0.85Fe1.15O3,308.0,2,13
Ga0.92Fe1.08O3,266.5,2,13
Ga0.92Fe1.08O3,350.0,2,13
Ga1.14Fe0.86O3,167.5,2,13
Ga1.20Fe0.80O3,205.0,2,13
GaAl2,176.0,2,13
Gd,294.0,2,13
Gd,294.0,2,13
Gd,290.1,2,13
Gd,293.0,2,13
Gd,293.0,2,15
Gd,293.2,2,13
Gd,292.5,2,13
Gd,290.0,2,13
Gd,289.0,2,13
Gd,291.0,2,13
Gd,292.0,2,13
Gd,293.0,2,15
Gd,294.0,4 V14,356
Gd,291.21,2,13
Gd(Cu0.8Ni0.2)2,95.0,4 V14,356
Gd0.06Er0.94Al2,13.0,4 V12,461
Gd0.14Er0.86Al2,40.0,4 V12,461
Gd0.1La0.9Al2,24.0,2,15
Gd0.1Pd0.9,4.0,3,NA
Gd0.1Pd0.9,6.0,3,NA
Gd0.1Pd0.9,3.73,3,NA
Gd0.25Co0.75,700.0,1,375
Gd0.2Dy0.8Ni2,42.0,2,14
Gd0.2Dy0.8Ni5,26.0,2,14
Gd0.2Ho0.8Ni2,28.0,2,14
Gd0.2Ho0.8Ni5,19.0,2,14
Gd0.2Nd0.8Ni2,42.5,2,15
Gd0.2Nd0.8Ni2,44.0,2,15
Gd0.2Nd0.8Ni5,17.0,2,15
Gd0.2Y0.8Co2,60.0,2,16
Gd0.2Y0.8Fe2,600.0,2,16
Gd0.4Dy0.6Ni2,52.5,2,14
Gd0.4Dy0.6Ni5,31.5,2,14
Gd0.4Ho0.6Ni2,42.5,2,14
Gd0.4Ho0.6Ni5,20.0,2,14
Gd0.4Y0.6Co2,205.0,2,16
Gd0.50Lu0.50,253.0,3,NA
Gd0.5Er0.5,193.0,3,NA
Gd0.5Y0.5Fe2,680.0,2,16
Gd0.65Co0.35,180.0,4 V12,507
Gd0.69Lu0.31,221.0,2,15
Gd0.6Nd0.4Ni2,65.0,2,15
Gd0.70Y0.30,220.0,2,15
Gd0.7Fe0.12Ni0.18,185.0,4 V12,507
Gd0.7Ni0.3,130.0,4 V12,507
Gd0.85Y0.15,268.0,2,15
Gd0.88Mg0.12,184.0,2,15
Gd0.8Dy0.2Ni2,75.0,2,14
Gd0.8Dy0.2Ni2,75.0,2,14
Gd0.8Dy0.2Ni5,37.5,2,14
Gd0.8Dy0.2Ni5,37.0,2,14
Gd0.8Ho0.2Ni2,70.0,2,14
Gd0.8Ho0.2Ni2,70.0,2,14
Gd0.8Ho0.2Ni5,35.0,2,14
Gd0.8Ho0.2Ni5,35.0,2,14
Gd0.8Nd0.2Ni2,78.0,2,15
Gd0.8Nd0.2Ni5,33.0,2,15
Gd0.8Y0.2Co2,350.0,2,16
Gd0.90Yb0.10,256.0,3,NA
Gd0.91Lu0.09,267.0,2,15
Gd0.94Mg0.06,233.0,2,15
Gd0.95Th0.05,273.0,2,15
Gd0.9Th0.1,244.0,2,15
Gd0.9Y0.1Fe2,775.0,2,16
Gd1.14Fe4B4,24.0,4 V4,31
Gd1.14Fe4B4,20.0,4 V4,31
Gd1.1Fe10.2Mo1.8,484.0,4 V6,11
Gd1.1Fe10Mo2,440.0,4 V6,11
Gd1.1Fe9.5Cr2.5,608.0,4 V6,11
Gd1.1Fe9.8Mo2.2,370.0,4 V6,11
Gd1.2Cd,280.0,2,13
Gd1.2Cd,265.0,2,13
Gd2Co12P7,145.0,4 V6,70
Gd2Co14B,1050.0,4 V6,555
Gd2Co14B,1053.0,4 V4,25
Gd2Co14B,1050.0,4 V7,388
Gd2Co14B,1053.0,4 V6,75
Gd2Co17,1166.0,3,NA
Gd2Co17,1218.0,4 V6,75
Gd2Co17,1209.0,1,404
Gd2Co17,1220.0,3,NA
Gd2Co17,1213.0,2,14
Gd2Co17,1209.0,3,NA
Gd2Co17,1142.0,3,NA
Gd2Co17,1222.0,3,NA
Gd2Co17,1218.0,4 V7,388
Gd2Co17,1150.0,3,NA
Gd2Co17,1209.0,2,14
Gd2Co3,320.0,3,NA
Gd2Co7,775.0,4 V6,555
Gd2Co7,762.0,2,14
Gd2Co7,775.0,4 V6,368
Gd2Co7,775.0,2,14
Gd2Co7,745.0,3,NA
Gd2Co7,805.0,3,NA
Gd2Co7,775.0,3,NA
Gd2Co7,950.0,3,NA
Gd2Co7,745.0,3,NA
Gd2Co7,775.0,4 V8,100
Gd2Co7,767.0,3,NA
Gd2Co7B3,345.0,4 V6,75
Gd2Co7B3,345.0,4 V4,33
Gd2Co7B3,345.0,4 V6,54
Gd2Co7H7.7,420.0,4 V6,555
Gd2CoMnO6,113.0,2,14
Gd2CoMnO6,104.0,2,14
Gd2CrSbO7,12.0,2,14
Gd2Cu2In,86.0,4 V14,356
Gd2Fe14B,660.0,4 V6,75
Gd2Fe14B,650.0,4 V6,545
Gd2Fe14B,659.0,4 V10,506
Gd2Fe14B,664.0,4 V8,158
Gd2Fe14B,660.0,4 V4,20
Gd2Fe14B,630.0,4 V7,388
Gd2Fe14BH4.4,698.0,4 V6,545
Gd2Fe14C,620.0,4 V6,75
Gd2Fe14C,622.0,4 V4,26
Gd2Fe14C,630.0,4 V6,60
Gd2Fe14C,630.0,4 V10,530
Gd2Fe17,466.0,4 V7,388
Gd2Fe17,459.0,2,14
Gd2Fe17,476.0,4 V6,75
Gd2Fe17,472.0,2,14
Gd2Fe17,460.0,2,14
Gd2Fe17,480.0,3,NA
Gd2Fe17,479.0,3,NA
Gd2Fe17,486.0,3,NA
Gd2Fe17,478.0,4 V8,142
Gd2Fe17,477.0,4 V9,318
Gd2Fe17,475.0,3,NA
Gd2Fe17,478.0,4 V7,461
Gd2Fe17C,582.0,4 V7,388
Gd2Fe17C,582.0,4 V6,48
Gd2Fe17C,582.0,4 V9,322
Gd2Fe17C1.0,582.0,4 V8,142
Gd2Fe17C1.2,582.0,4 V6,75
Gd2Fe17C2,712.0,4 V9,318
Gd2Fe17C2.5,763.0,4 V9,318
Gd2Fe17N2.4,758.0,4 V9,318
Gd2Fe17N2.4,758.0,4 V6,48
Gd2Fe17N2.5,740.0,4 V9,318
Gd2Fe23B3,689.0,4 V6,58
Gd2Fe23B3,689.0,4 V4,31
Gd2In,189.0,3,NA
Gd2In,190.0,3,NA
Gd2In,190.0,4 V14,357
Gd2In,187.0,3,NA
Gd2In,198.0,3,NA
Gd2In,189.0,3,NA
Gd2Ni17,196.0,4 V6,75
Gd2Ni17,205.0,2,15
Gd2Ni17,187.0,3,NA
Gd2Ni17,196.0,4 V7,388
Gd2Ni17,623.0,2,15
Gd2Ni17,190.0,3,NA
Gd2Ni7,118.0,2,15
Gd2Pt,155.0,3,NA
Gd2Pt,155.0,3,NA
Gd3Al2,279.2,4 V12,461
Gd3Al2,281.0,4 V12,461
Gd3Al2,287.0,3,NA
Gd3Al2,282.0,2,13
Gd3Al2,275.0,2,13
Gd3AlFe4O12,435.0,2,13
Gd3C,500.0,2,13
Gd3Co,129.0,3,NA
Gd3Co,129.0,3,NA
Gd3Co,156.0,3,NA
Gd3Co11B4,460.0,4 V6,54
Gd3Co11B4,460.0,4 V6,75
Gd3Co11B4,460.0,4 V4,33
Gd3Cr0.25Fe4.75O12,250.0,2,14
Gd3Fe5O11.4F0.6,528.0,2,14
Gd3Fe5O11.6F0.4,549.0,2,14
Gd3Fe5O12,564.0,2,14
Gd3Fe5O12,574.6,2,14
Gd3Fe5O12,556.0,2,14
Gd3Fe5O12,564.0,2,14
Gd3Fe5O12,564.0,2,14
Gd3In,213.0,3,NA
Gd3Ir,155.0,3,NA
Gd3Ir,155.0,3,NA
Gd3Ni7B2,37.0,4 V6,75
Gd3NiGe2,193.0,4 V12,467
Gd3Pd,325.0,3,NA
Gd3Pd,325.0,3,NA
Gd3Pd2,38.0,3,NA
Gd3Rh2,51.0,3,NA
Gd3Rh2,51.0,3,NA
Gd3S4,20.0,3,NA
Gd4(Sb0.5Bi0.5)3,290.0,2,15
Gd4Bi3,340.0,3,NA
Gd4Bi3,340.0,2,13
Gd4Bi3,346.0,2,15
Gd4Co3,230.0,2,14
Gd4Sb3,260.0,3,NA
Gd4Sb3,260.0,2,15
Gd4Sb3,260.0,2,15
Gd5(Si0.1Ge0.9)4,81.0,4 V14,356
Gd5Fe2B6,57.0,4 V4,31
Gd5Pd 2,335.0,2,15
Gd5Pd2,335.0,5,15
Gd5Sb3,260.0,3,NA
Gd5Si4,336.0,2,15
Gd6Fe23,659.0,3,NA
Gd6Fe23,659.0,4 V7,388
Gd6Fe23,468.0,2,14
Gd6Fe23,659.0,4 V6,368
Gd6Fe23,659.0,2,14
Gd6Mn23,461.0,3,NA
Gd6Mn23,463.0,3,NA
Gd6Mn23,470.0,3,NA
Gd6Mn23,478.0,2,15
Gd6Mn23,468.0,2,15
Gd6Mn23,461.0,4 V6,538
Gd6Mn23H22,140.0,4 V6,538
Gd6Mn23H22,180.0,4 V6,538
Gd7Pd3,311.0,4 V6,564
Gd7Pt3,300.0,3,NA
GdAg0.3In0.7,116.0,2,13
GdAg0.8In0.2,40.0,2,13
GdAl2,170.0,3,NA
GdAl2,163.0,3,NA
GdAl2,168.0,3,NA
GdAl2,171.0,3,NA
GdAl2,171.0,3,NA
GdAl2,176.0,3,NA
GdAl2,165.0,3,NA
GdAl2,171.0,3,NA
GdAl2,182.0,3,NA
GdAl2,168.0,3,NA
GdAl2,173.0,3,NA
GdAl2,173.0,3,NA
GdAl2,151.0,2,13
GdAl2,182.0,2,13
GdAl2,171.0,2,13
GdAl2,160.0,4 V9,115
GdAl2,173.0,2,13
GdAl2,157.0,2,13
GdAl2,168.0,4 V14,357
GdAl2,182.0,3,NA
GdAl2,176.0,2,13
GdAu,35.0,4 V6,564
GdAuNi4,38.0,4 V6,71
GdBr3,1.32,2,13
GdBr3,2.0,2,13
GdC,313.0,2,13
GdC,373.0,2,13
GdC0.33,350.0,3,NA
GdCd,258.0,4 V10,274
GdCd,258.0,4 V5,88
GdCd,262.0,2,13
GdCl3,2.218,2,13
GdCl3,2.2,2,13
GdCo,216.0,3,NA
GdCo11Ti,1080.0,4 V6,9
GdCo12B6,162.0,4 V4,33
GdCo12B6,169.0,4 V6,56
GdCo2,398.0,4 V8,68
GdCo2,400.0,4 V7,382
GdCo2,409.0,4 V6,368
GdCo2,404.0,3,NA
GdCo2,413.0,3,NA
GdCo2,395.0,3,NA
GdCo2,405.0,3,NA
GdCo2,413.0,3,NA
GdCo2,435.0,3,NA
GdCo2,400.0,3,NA
GdCo2,395.0,3,NA
GdCo2,404.0,1,405
GdCo2,408.0,2,14
GdCo2,398.0,4 V6,556
GdCo2,404.0,2,14
GdCo2,405.0,3,NA
GdCo2,400.0,2,14
GdCo2,395.0,3,NA
GdCo2,435.0,3,NA
GdCo2,410.0,3,NA
GdCo2,393.0,2,14
GdCo2,408.0,3,NA
GdCo2B2,26.0,4 V6,150
GdCo2B2,56.0,4 V4,33
GdCo2B2,26.5,4 V6,150
GdCo2B2,56.0,4 V6,150
GdCo2H4,90.0,4 V6,556
GdCo3,670.0,3,NA
GdCo3,612.0,4 V6,368
GdCo3,611.0,3,NA
GdCo3,611.0,4 V6,556
GdCo3,612.0,2,14
GdCo3,612.0,3,NA
GdCo3B2,58.0,4 V6,75
GdCo3B2,58.0,4 V6,54
GdCo3B2,58.0,4 V4,33
GdCo3H4.6,28.0,4 V6,556
GdCo4B,517.0,4 V6,75
GdCo4B,510.0,4 V4,33
GdCo4B,517.0,4 V6,54
GdCo4B,505.0,4 V6,51
GdCo5,1014.0,4 V6,54
GdCo5,1020.0,4 V8,75
GdCo5,1014.0,4 V7,388
GdCo5,1020.0,3,NA
GdCo5,1008.0,3,NA
GdCo5,1013.0,3,NA
GdCo5,1008.0,3,NA
GdCo5,1014.0,1,400
GdCo5,1014.0,4 V6,75
GdCo5,953.0,4 V6,555
GdCo5,1008.0,4 V6,368
GdCo5,1020.0,3,NA
GdCo5,1008.0,2,14
GdCo5,1000.0,3,NA
GdCo5,968.0,3,NA
GdCo5,1030.0,2,14
GdCo5H2.8,480.0,4 V6,555
GdCo9Si2,483.0,4 V6,44
GdCoSi,250.0,4 V6,102
GdCr4Al8,8.0,4 V6,37
GdCr6Al6,170.0,4 V6,36
GdCu4Al8,32.0,4 V6,37
GdCu6Al6,21.0,4 V6,36
GdCuAl,90.0,4 V6,101
GdCuAl,82.0,4 V14,356
GdCuAl,90.0,4 V6,100
GdCuAl,67.0,4 V6,100
GdCuSi,49.0,4 V6,101
GdFe10.2Mo1.8,446.0,4 V6,11
GdFe10.5Mo1.5,520.0,4 V6,11
GdFe10.5Ti1.5,600.0,4 V6,9
GdFe10.5V1.5,635.0,4 V6,10
GdFe10.5W0.5Mo,500.0,4 V6,12
GdFe10.5W1.5,550.0,4 V6,12
GdFe10.8Ti1.2,600.0,4 V6,75
GdFe10.8Ti1.2,600.0,4 V6,9
GdFe10.8W1.2,550.0,4 V6,75
GdFe10.8W1.2,570.0,4 V6,12
GdFe10Al2,498.0,4 V6,12
GdFe10Cr2,580.0,4 V6,11
GdFe10Mn2,445.0,4 V6,12
GdFe10Mo1.5,478.0,4 V6,12
GdFe10Mo2,430.0,4 V6,75
GdFe10Mo2,430.0,4 V6,11
GdFe10Si2,610.0,4 V6,10
GdFe10Si2,610.0,4 V6,75
GdFe10Si2C0.3,642.0,4 V9,360
GdFe10V2,616.0,4 V6,75
GdFe10V2,616.0,4 V6,10
GdFe10W2,569.0,4 V6,12
GdFe11Ti,607.0,4 V6,75
GdFe11Ti,607.0,4 V9,357
GdFe11Ti,607.0,4 V6,9
GdFe2,785.0,3,NA
GdFe2,895.0,3,NA
GdFe2,813.0,2,14
GdFe2,793.0,2,14
GdFe2,785.0,2,14
GdFe2,788.0,3,NA
GdFe2,796.0,1,405
GdFe2,490.0,2,14
GdFe2,790.0,4 V8,68
GdFe2,810.0,3,NA
GdFe2,810.0,3,NA
GdFe2,790.0,4 V7,388
GdFe2,810.0,3,NA
GdFe2,800.0,3,NA
GdFe2,785.0,4 V6,546
GdFe2,810.0,4 V9,119
GdFe2,785.0,4 V6,368
GdFe2,782.0,2,14
GdFe2Co2B,770.0,4 V6,51
GdFe2Co9Ti,1119.0,4 V6,9
GdFe2H4.1,338.0,4 V6,546
GdFe3,728.0,4 V6,546
GdFe3,725.0,3,NA
GdFe3,725.0,3,NA
GdFe3,725.0,3,NA
GdFe3,729.0,4 V7,388
GdFe3,728.0,2,14
GdFe3,728.0,4 V6,368
GdFe4Al8,172.3,4 V6,37
GdFe5,455.0,2,14
GdFe5,470.0,3,NA
GdFe5,470.0,3,NA
GdFe5Al7,268.0,4 V6,36
GdFe5Co6Ti,995.0,4 V6,9
GdFe6Al6,345.0,4 V6,36
GdFe8Al4,385.0,4 V6,12
GdFe8Co3Ti,834.0,4 V6,9
GdFe9.5V2.5,545.0,4 V6,10
GdFeAl,260.0,4 V6,101
GdGa,183.0,3,NA
GdGa,200.0,3,NA
GdGa2,180.0,3,NA
GdI3,88.0,2,14
GdIr2,90.0,2,14
GdIr2,90.0,3,NA
GdIr2,77.0,5,13
GdIr2,89.0,3,NA
GdMn2,575.0,2,15
GdMn2,185.0,3,NA
GdMn2,300.0,2,15
GdMn2,40.0,3,NA
GdMn2,35.0,3,NA
GdMn2,40.0,3,NA
GdMn2,185.0,3,NA
GdMn2,10.0,4 V6,538
GdMn2Ge2,96.0,4 V6,141
GdMn2Si2,60.0,4 V6,141
GdMn2Si2,65.0,4 V6,141
GdMn4Al8,28.0,4 V6,38
GdMn5,468.0,2,15
GdMn5,465.0,2,15
GdMn6Al6,15.0,4 V6,36
GdMnSi,314.0,4 V6,102
GdMnSi,320.0,4 V6,102
GdN,69.0,2,15
GdN,67.4,2,15
GdN,58.0,3,NA
GdN,60.0,2,15
GdN,72.0,2,15
GdNi,73.0,2,15
GdNi,72.0,3,NA
GdNi,69.0,4 V14,356
GdNi,70.0,4 V12,467
GdNi0.45Al1.55,68.0,2,15
GdNi0.7Cu0.3,68.0,4 V14,357
GdNi1.65Cu0.35,103.0,2,15
GdNi1.89Al0.11,92.0,2,15
GdNi2,80.0,3,NA
GdNi2,75.0,4 V12,467
GdNi2,74.2,3,NA
GdNi2,85.0,4 V6,368
GdNi2,75.0,2,15
GdNi2,75.0,2,15
GdNi2,77.0,2,15
GdNi2,75.0,3,NA
GdNi2,90.0,2,15
GdNi2,85.0,2,15
GdNi2,8.0,4 V6,561
GdNi2,85.0,2,14
GdNi2,85.0,2,15
GdNi2,77.0,3,NA
GdNi2,76.0,4 V9,119
GdNi2,85.0,2,14
GdNi2,81.0,3,NA
GdNi2,79.0,1,405
GdNi2,74.0,4 V14,357
GdNi2H3.5,8.0,4 V6,561
GdNi3,113.0,3,NA
GdNi3,116.0,2,15
GdNi3,113.0,3,NA
GdNi5,37.0,4 V9,136
GdNi5,31.823,3,NA
GdNi5,31.823,3,NA
GdNi5,27.0,2,15
GdNi5,32.0,3,NA
GdNi5,31.5,4 V9,136
GdNi5,32.0,4 V7,450
GdNi5,36.0,2,15
GdNi5,31.8,3,NA
GdNi5,31.0,4 V14,357
GdNiAl,60.0,4 V14,357
GdNiAl,61.0,4 V6,100
GdNiAl,58.0,4 V12,468
GdNiAl,23.0,4 V12,468
GdNiAl,70.0,4 V6,100
GdNiIn,83.0,4 V6,101
GdOs2,66.0,3,NA
GdOs2,66.0,2,15
GdPd,38.0,4 V12,461
GdPd,39.5,2,15
GdPd2,335.0,2,15
GdPdIn,102.0,4 V6,101
GdPt,66.0,3,NA
GdPt,68.0,4 V14,356
GdPt2,77.0,5,13
GdPt2,22.0,2,15
GdPt2,37.0,2,15
GdPt2,4.2,2,15
GdRh,20.0,4 V12,462
GdRh,19.93,4 V12,462
GdRh,24.0,4 V12,462
GdRh,29.0,4 V6,564
GdRh2,80.0,3,NA
GdRh2,66.0,2,15
GdRh2,77.0,2,15
GdRh2,72.0,2,15
GdRh2,73.0,4 V6,564
GdRh2,77.0,5,13
GdRh2H3,35.0,4 V6,564
GdRh3Si2,31.0,4 V6,89
GdRh4B4,5.6,4 V9,172
GdRhSi,100.0,4 V6,89
GdRhSi,102.0,4 V6,103
GdRhSi,100.0,4 V6,103
GdRu2,83.0,2,15
GdRu2,83.0,4 V6,564
GdRu2H3,65.0,4 V6,564
GdZn,269.0,4 V5,86
GdZn,270.0,2,16
GdZn,280.0,2,16
GdZn2,68.0,2,16
GdZn2,68.0,4 V14,356
GeFe2O4,11.0,4 V8,212
Hf(Fe0.6V0.4)2,100.0,4 V4,242
Hf(Fe0.7V0.3)2,180.0,4 V4,242
Hf(Fe0.8V0.2)2,290.0,4 V4,242
Hf(Fe0.9V0.1)2,440.0,4 V4,242
Hf2FeH3,73.0,4 V6,547
HfFe2,595.0,3,NA
HfFe2,591.0,3,NA
HfFe2,625.0,3,NA
HfFe2,585.0,4 V4,242
HfFe2,600.0,3,NA
HgCr2S4,36.1,2,16
HgCr2S4,60.0,2,16
HgCr2S4,36.0,2,16
HgCr2Se4,120.0,2,16
HgCr2Se4,105.5,2,16
HgCr2Se4,106.0,2,16
Ho,23.0,2,16
Ho,19.0,2,16
Ho,20.0,2,16
Ho,20.0,2,16
Ho,20.0,2,16
Ho(OH)3,2.55,2,17
Ho0.2Nd0.8Ni2,17.5,2,16
Ho0.2Nd0.8Ni2,78.0,2,16
Ho0.2Nd0.8Ni5,64.0,2,16
Ho0.5Er0.5,35.0,3,NA
Ho0.5Er0.5,33.0,2,16
Ho0.7Lu0.3Rh4B4,4.1,4 V9,172
Ho0.8Nd0.2Ni2,83.0,2,16
Ho0.8Nd0.2Ni2,22.5,2,16
Ho0.8Nd0.2Ni5,70.0,2,16
Ho1.16Fe4B4,6.5,4 V4,31
Ho1.3Cd,30.0,2,16
Ho2C,100.0,2,16
Ho2Co12P7,152.0,4 V6,70
Ho2Co17,1183.0,2,16
Ho2Co17,1173.0,2,16
Ho2Co7,670.0,4 V6,556
Ho2Co7,670.0,2,16
Ho2Co7,644.0,2,16
Ho2Co7H2.6,200.0,4 V6,556
Ho2CrSbO7,10.0,2,16
Ho2Fe14B,573.0,4 V10,506
Ho2Fe14B,574.0,4 V4,20
Ho2Fe14B,565.0,4 V6,545
Ho2Fe14BH5.4,615.0,4 V6,545
Ho2Fe14C,525.0,4 V6,60
Ho2Fe14C,525.0,4 V10,530
Ho2Fe14C,521.0,4 V4,26
Ho2Fe17,335.0,4 V7,461
Ho2Fe17,327.0,4 V9,319
Ho2Fe17,325.0,2,16
Ho2Fe17,319.0,2,16
Ho2Fe17,335.0,3,NA
Ho2Fe17C,504.0,4 V6,48
Ho2Fe17C,504.0,4 V9,322
Ho2Fe17C1.0,504.0,4 V8,142
Ho2Fe17N2.5,710.0,4 V9,319
Ho2Fe17N3.0,709.0,4 V9,319
Ho2Fe17N3.0,709.0,4 V6,48
Ho2In,138.0,3,NA
Ho2Ni17,162.0,4 V6,368
Ho2Ni17,611.0,2,16
Ho2Ni17,162.0,2,16
Ho2Ni7,70.0,2,16
Ho2Pt,17.0,3,NA
Ho3Al2,33.0,2,16
Ho3Co,10.0,3,NA
Ho3Fe5O12,548.0,2,16
Ho3Fe5O12,567.0,2,16
Ho3Fe5O12,567.0,2,16
Ho3Pd2,20.0,3,NA
Ho3Rh2,19.0,3,NA
Ho3Rh2,19.0,3,NA
Ho4Co3,44.0,2,16
Ho5.04Pd1.96,10.0,2,17
Ho5.04Pd1.96,10.0,5,15
Ho5Sb3,86.0,3,NA
Ho5Si4,76.0,2,17
Ho6Fe23,501.0,2,16
Ho6Fe23,510.0,3,NA
Ho6Fe23,500.0,2,16
Ho6Fe23,510.0,3,NA
Ho6Fe23,501.0,3,NA
Ho6Fe23,510.0,3,NA
Ho6Fe23,510.0,3,NA
Ho6Fe23,501.0,4 V6,545
Ho6Fe23,501.0,4 V6,368
Ho6Fe23H16,702.0,4 V6,545
Ho6Mn23,434.0,4 V6,368
Ho6Mn23,434.0,4 V6,538
Ho6Mn23,434.0,2,16
Ho6Mn23H23,4.2,4 V6,538
HoAl,26.0,2,16
HoAl,26.0,3,NA
HoAl2,32.0,4 V5,99
HoAl2,42.0,2,16
HoAl2,28.0,3,NA
HoAl2,29.0,2,16
HoAl2,28.6,4 V12,461
HoAl2,29.0,3,NA
HoAl2,30.8,3,NA
HoAl2,28.0,3,NA
HoAl2,32.0,4 V9,115
HoAl2,28.0,3,NA
HoAl2,42.0,3,NA
HoAl2,28.0,3,NA
HoAl2,27.0,2,16
HoAl2,35.0,3,NA
HoAl2,29.0,3,NA
HoAl2.24,25.0,4 V12,462
HoAu2Si2,14.8,4 V6,127
HoAuNi4,14.0,4 V6,71
HoC0.33,139.0,3,NA
HoC0.5,95.0,2,16
HoCd,17.0,4 V10,274
HoCd,17.0,4 V5,88
HoCo11Ti,1073.0,4 V6,9
HoCo12B6,146.0,4 V4,33
HoCo2,95.0,2,16
HoCo2,90.0,2,16
HoCo2,78.0,3,NA
HoCo2,77.0,3,NA
HoCo2,95.0,2,16
HoCo2,87.0,2,16
HoCo2,76.0,4 V6,556
HoCo2,75.0,4 V12,347
HoCo2,78.0,4 V8,68
HoCo2,95.0,3,NA
HoCo2,85.0,4 V6,368
HoCo2,78.0,3,NA
HoCo2,82.0,3,NA
HoCo2,87.0,1,405
HoCo2,75.0,4 V12,327
HoCo2H3.5,40.0,4 V6,556
HoCo3,430.0,4 V8,118
HoCo3,418.0,4 V6,556
HoCo3,418.0,2,16
HoCo3,418.0,4 V6,368
HoCo3H4.2,15.0,4 V6,556
HoCo4B,396.0,4 V6,51
HoCo5,1000.0,4 V6,368
HoCo5,1000.0,2,16
HoCo5,1036.0,3,NA
HoCo5,1066.0,3,NA
HoCo5,1000.0,3,NA
HoCo5,1025.0,2,16
HoCo5,1000.0,3,NA
HoCo5.5,960.0,4 V8,75
HoCoAl,34.0,4 V6,101
HoCr4Al8,8.0,4 V6,37
HoCu4Al8,7.0,4 V6,37
HoCu6Al6,1.9,4 V6,36
HoCuAl,23.0,4 V6,101
HoF3,0.53,3,NA
HoF3,0.53,3,NA
HoF3,0.53,3,NA
HoFe10Cr2,485.0,4 V6,11
HoFe10Mo2,345.0,4 V6,11
HoFe10Si2,558.0,4 V6,10
HoFe10V2,525.0,4 V6,10
